--Y9imYnfBw_0000, 720, 1280, 0, 271, 504, 63, 792, 351
--Y9imYnfBw_0000, 720, 1280, 1015, 1107, 488, 23, 824, 359
--Y9imYnfBw_0000, 720, 1280, 1154, 1253, 437, 0, 853, 384
--Y9imYnfBw_0000, 720, 1280, 1254, 1285, 541, 25, 845, 329
--Y9imYnfBw_0000, 720, 1280, 1286, 1409, 443, 19, 811, 387
--Y9imYnfBw_0000, 720, 1280, 1410, 1474, 499, 18, 835, 354
--Y9imYnfBw_0000, 720, 1280, 1583, 1803, 431, 31, 815, 415
--Y9imYnfBw_0000, 720, 1280, 272, 423, 493, 60, 781, 348
--Y9imYnfBw_0000, 720, 1280, 424, 482, 519, 76, 791, 348
--Y9imYnfBw_0001, 720, 1280, 0, 339, 437, 55, 773, 391
--Y9imYnfBw_0001, 720, 1280, 1088, 1279, 468, 57, 756, 345
--Y9imYnfBw_0001, 720, 1280, 1303, 1341, 449, 26, 801, 378
--Y9imYnfBw_0001, 720, 1280, 1342, 1378, 470, 21, 838, 389
--Y9imYnfBw_0001, 720, 1280, 1387, 1472, 393, 61, 777, 445
--Y9imYnfBw_0001, 720, 1280, 1473, 1571, 439, 54, 775, 390
--Y9imYnfBw_0001, 720, 1280, 1572, 1605, 506, 13, 842, 349
--Y9imYnfBw_0001, 720, 1280, 1669, 1701, 432, 36, 752, 356
--Y9imYnfBw_0001, 720, 1280, 591, 833, 457, 58, 793, 394
--Y9imYnfBw_0002, 720, 1280, 1158, 1243, 428, 35, 796, 403
--Y9imYnfBw_0002, 720, 1280, 1244, 1387, 495, 61, 767, 333
--Y9imYnfBw_0002, 720, 1280, 130, 190, 496, 78, 752, 334
--Y9imYnfBw_0002, 720, 1280, 1400, 1437, 452, 64, 724, 336
--Y9imYnfBw_0002, 720, 1280, 1438, 1526, 465, 55, 737, 327
--Y9imYnfBw_0002, 720, 1280, 1527, 1608, 457, 60, 729, 332
--Y9imYnfBw_0002, 720, 1280, 1623, 1751, 507, 72, 763, 328
--Y9imYnfBw_0002, 720, 1280, 191, 225, 517, 77, 773, 333
--Y9imYnfBw_0002, 720, 1280, 226, 345, 475, 62, 747, 334
--Y9imYnfBw_0002, 720, 1280, 34, 129, 427, 68, 763, 404
--Y9imYnfBw_0002, 720, 1280, 362, 421, 477, 58, 765, 346
--Y9imYnfBw_0003, 720, 1280, 0, 150, 486, 73, 742, 329
--Y9imYnfBw_0003, 720, 1280, 1005, 1097, 463, 50, 751, 338
--Y9imYnfBw_0003, 720, 1280, 1437, 1511, 503, 66, 775, 338
--Y9imYnfBw_0003, 720, 1280, 1512, 1794, 452, 57, 788, 393
--Y9imYnfBw_0003, 720, 1280, 340, 647, 446, 64, 782, 400
--Y9imYnfBw_0004, 720, 1280, 0, 103, 453, 64, 789, 400
--Y9imYnfBw_0004, 720, 1280, 104, 308, 504, 66, 776, 338
--Y9imYnfBw_0004, 720, 1280, 1379, 1449, 436, 63, 756, 383
--Y9imYnfBw_0004, 720, 1280, 1450, 1552, 476, 65, 732, 321
--Y9imYnfBw_0004, 720, 1280, 1553, 1619, 444, 53, 732, 341
--Y9imYnfBw_0004, 720, 1280, 1620, 1725, 487, 65, 775, 353
--Y9imYnfBw_0004, 720, 1280, 1726, 1779, 507, 74, 763, 330
--Y9imYnfBw_0004, 720, 1280, 309, 534, 477, 64, 765, 352
--Y9imYnfBw_0004, 720, 1280, 535, 574, 505, 62, 777, 318
--Y9imYnfBw_0004, 720, 1280, 589, 649, 466, 61, 738, 333
--Y9imYnfBw_0004, 720, 1280, 650, 699, 502, 65, 774, 337
--Y9imYnfBw_0005, 720, 1280, 0, 29, 428, 50, 764, 386
--Y9imYnfBw_0005, 720, 1280, 30, 114, 431, 70, 751, 390
--Y9imYnfBw_0005, 720, 1280, 323, 477, 429, 34, 797, 402
--Y9imYnfBw_0005, 720, 1280, 478, 535, 455, 41, 791, 377
--Y9imYnfBw_0005, 720, 1280, 536, 714, 435, 55, 787, 407
--Y9imYnfBw_0005, 720, 1280, 715, 889, 475, 50, 811, 386
-5Lm-oibjJQ_0000, 720, 1280, 220, 255, 180, 0, 916, 640
-5Lm-oibjJQ_0000, 720, 1280, 256, 310, 144, 0, 896, 672
-5Lm-oibjJQ_0000, 720, 1280, 564, 639, 497, 19, 833, 355
-5Lm-oibjJQ_0000, 720, 1280, 640, 726, 482, 0, 850, 368
-5Lm-oibjJQ_0000, 720, 1280, 727, 916, 511, 20, 847, 356
-5Lm-oibjJQ_0001, 720, 1280, 0, 147, 484, 0, 836, 224
-5Lm-oibjJQ_0007, 720, 1280, 625, 664, 0, 0, 1024, 704
-7TMJtnhiPM_0000, 720, 1280, 1202, 1607, 345, 26, 857, 538
-7TMJtnhiPM_0000, 720, 1280, 1608, 1674, 467, 52, 851, 436
